experience_years,education_tier,skills_count,job_role,location_tier,certifications_count,projects_count,technical_expertise_score,salary
2.8,3,5,Full Stack Engineer,3,3,4,6.0,122800.0
13.7,1,8,Data Scientist,3,1,3,8.1,199800.0
0.4,3,6,DevOps Engineer,3,3,6,5.5,114500.0
2.6,3,13,Data Scientist,3,5,3,7.6,150800.0
0.3,2,11,Software Engineer,3,5,5,4.5,115400.0
4.0,4,13,Full Stack Engineer,3,5,0,7.3,150400.0
0.3,2,5,Backend Engineer,2,2,7,3.9,122900.0
0.8,3,17,DevOps Engineer,2,0,0,5.9,130100.0
1.2,2,7,Cloud Architect,3,3,7,4.6,139900.0
5.5,3,24,Data Scientist,1,2,0,7.2,213600.0
0.7,2,15,Data Scientist,1,4,2,5.3,156900.0
7.5,3,23,Cloud Architect,3,3,5,8.4,201100.0
0.6,2,17,Data Scientist,2,1,6,6.0,131200.0
0.1,2,19,Software Engineer,3,0,5,5.5,94700.0
2.0,2,8,DevOps Engineer,1,2,2,4.3,156900.0
15.5,3,19,Data Scientist,2,2,5,10.0,270400.0
0.5,2,7,Data Scientist,1,0,6,4.3,142400.0
0.4,2,6,Software Engineer,3,3,4,5.2,101600.0
5.6,3,4,Data Scientist,1,1,2,5.9,206400.0
1.5,3,7,Cloud Architect,3,4,7,4.4,149500.0
5.1,2,12,Full Stack Engineer,1,3,7,6.1,197000.0
0.9,3,4,Full Stack Engineer,1,0,4,4.2,144800.0
2.5,2,19,Software Engineer,1,3,4,6.3,158700.0
1.2,3,6,Full Stack Engineer,1,3,0,4.8,155200.0
2.4,3,9,Machine Learning Engineer,2,0,3,4.6,157100.0
5.9,1,16,Machine Learning Engineer,1,0,6,5.6,210800.0
5.7,2,20,Machine Learning Engineer,2,4,0,7.8,203600.0
2.9,2,18,Backend Engineer,1,0,2,6.4,155500.0
10.5,2,24,Data Scientist,3,0,1,9.0,184000.0
1.2,3,15,Backend Engineer,1,0,2,5.8,156000.0
1.1,2,11,Full Stack Engineer,1,2,6,5.8,149500.0
3.8,3,19,Software Engineer,2,0,3,6.5,150400.0
3.9,2,6,Machine Learning Engineer,3,0,2,4.9,141600.0
0.2,4,7,Software Engineer,3,0,3,4.0,96900.0
3.7,3,10,Backend Engineer,3,4,1,6.0,136500.0
1.9,3,18,Cloud Architect,1,3,7,5.9,211200.0
5.5,2,14,Full Stack Engineer,3,0,1,5.6,133800.0
6.6,2,19,DevOps Engineer,3,0,5,6.7,148200.0
3.2,2,17,Data Scientist,3,4,4,6.6,147700.0
0.0,2,16,DevOps Engineer,1,3,6,6.1,145900.0
4.0,2,12,Full Stack Engineer,3,4,2,6.8,142800.0
5.5,3,21,Machine Learning Engineer,2,5,4,8.6,220300.0
1.1,1,6,Cloud Architect,2,1,0,4.5,130200.0
2.5,2,23,Full Stack Engineer,2,1,6,7.4,152400.0
13.5,2,8,Software Engineer,2,1,0,7.6,199800.0
1.4,1,5,Frontend Engineer,2,0,0,4.6,101200.0
1.0,2,24,Cloud Architect,1,4,5,7.6,200300.0
0.9,3,20,Machine Learning Engineer,3,0,0,6.3,126200.0
3.3,1,19,DevOps Engineer,2,1,0,7.4,141400.0
12.0,3,23,Data Scientist,2,3,7,10.0,249900.0
3.8,2,16,Machine Learning Engineer,1,3,2,6.8,206700.0
1.4,3,23,Machine Learning Engineer,3,5,7,7.7,153800.0
4.1,2,14,Data Scientist,2,4,4,6.6,175000.0
3.9,3,11,DevOps Engineer,1,5,4,6.5,205400.0
3.6,2,24,Machine Learning Engineer,3,3,3,8.2,161700.0
0.7,2,8,Software Engineer,1,1,0,3.9,131400.0
4.0,2,5,Full Stack Engineer,1,5,1,7.1,187400.0
2.2,3,7,Software Engineer,2,5,3,5.8,152200.0
0.1,3,6,Full Stack Engineer,2,5,3,7.0,139900.0
3.1,1,5,Frontend Engineer,1,4,2,5.2,143000.0
18.1,1,6,Machine Learning Engineer,1,4,3,9.6,335900.0
1.7,2,19,Frontend Engineer,3,1,1,5.8,100400.0
13.5,2,23,Backend Engineer,1,1,4,9.0,252200.0
0.4,2,12,DevOps Engineer,1,1,3,5.5,148500.0
5.3,2,9,Full Stack Engineer,3,5,7,6.2,151200.0
0.5,3,18,Software Engineer,1,1,2,5.2,143200.0
1.3,4,8,Cloud Architect,2,4,6,5.8,188900.0
3.4,2,12,Software Engineer,1,3,0,6.6,165600.0
3.6,1,9,Machine Learning Engineer,2,1,7,4.4,158200.0
6.0,2,6,Software Engineer,1,2,1,6.2,188600.0
3.8,2,16,Backend Engineer,3,4,0,7.2,144100.0
3.6,2,18,Data Scientist,2,0,5,5.5,153800.0
9.7,2,14,Software Engineer,2,3,3,7.5,195500.0
2.4,4,19,Machine Learning Engineer,3,4,4,5.9,155200.0
1.0,3,18,Frontend Engineer,3,1,2,6.7,102400.0
0.7,2,9,DevOps Engineer,1,5,6,6.4,169900.0
2.0,2,17,Software Engineer,3,2,1,5.4,111500.0
5.0,3,14,Software Engineer,1,0,4,6.4,176800.0
0.2,3,23,Software Engineer,2,3,1,6.4,132100.0
0.6,2,13,Machine Learning Engineer,1,1,2,5.5,163500.0
0.4,3,19,DevOps Engineer,2,4,7,6.3,154700.0
3.5,2,15,Data Scientist,1,4,2,6.7,191800.0
1.1,2,10,Software Engineer,2,3,3,5.2,128600.0
0.7,2,10,Data Scientist,2,2,1,4.6,114900.0
3.6,3,21,Data Scientist,1,5,5,8.8,222800.0
5.7,2,18,DevOps Engineer,2,1,5,7.4,179300.0
1.6,2,9,DevOps Engineer,3,3,3,5.4,112900.0
3.5,3,22,Backend Engineer,2,3,1,8.0,165900.0
0.4,3,11,Frontend Engineer,2,4,1,4.6,120600.0
10.9,3,23,Software Engineer,3,3,0,8.7,166500.0
1.6,2,18,Software Engineer,2,0,3,5.9,117800.0
20.0,4,7,Software Engineer,1,0,1,9.3,310600.0
15.4,2,21,Data Scientist,2,1,1,9.8,250500.0
6.0,2,16,Cloud Architect,1,3,7,6.2,247500.0
0.1,2,4,DevOps Engineer,3,4,7,4.1,117200.0
3.1,2,11,Full Stack Engineer,3,5,2,6.9,135600.0
0.4,2,22,Cloud Architect,1,1,6,7.5,185300.0
9.0,3,20,Frontend Engineer,2,2,0,9.0,172800.0
6.2,2,13,Machine Learning Engineer,2,4,5,8.3,210900.0
14.4,2,4,Software Engineer,1,2,7,7.9,243300.0
3.7,2,4,Full Stack Engineer,3,1,5,4.9,117700.0
3.0,1,24,Full Stack Engineer,2,0,2,6.0,128700.0
2.9,2,8,DevOps Engineer,1,4,6,6.5,187100.0
2.0,4,4,Full Stack Engineer,3,5,6,5.4,139200.0
2.5,3,24,Frontend Engineer,1,4,3,8.1,170700.0
4.0,4,24,Full Stack Engineer,3,1,5,7.2,147500.0
10.8,1,23,Machine Learning Engineer,1,4,3,9.8,279900.0
3.6,2,16,Software Engineer,2,4,1,7.0,151000.0
7.8,1,12,Machine Learning Engineer,1,1,4,6.8,224900.0
7.9,3,19,Software Engineer,1,3,6,8.8,222300.0
2.9,2,11,Backend Engineer,3,1,6,4.6,120400.0
1.7,2,17,Data Scientist,2,4,2,5.8,148700.0
4.1,2,20,Full Stack Engineer,3,5,6,8.2,143600.0
2.4,2,7,Machine Learning Engineer,2,5,3,6.8,179100.0
0.3,2,10,Data Scientist,3,1,6,5.6,116000.0
1.9,2,20,Data Scientist,3,4,1,6.3,124900.0
20.0,3,19,Data Scientist,2,2,1,10.0,291600.0
0.2,4,17,Data Scientist,2,2,2,4.8,149700.0
4.8,2,19,Data Scientist,3,0,6,6.1,143900.0
7.4,2,5,Software Engineer,1,1,7,6.4,200700.0
4.2,3,18,Frontend Engineer,3,1,7,6.5,125400.0
3.4,2,14,Full Stack Engineer,2,2,5,5.9,149600.0
4.9,1,16,Full Stack Engineer,2,2,1,7.1,160300.0
2.2,3,7,Software Engineer,1,2,0,4.5,152700.0
0.4,1,4,Machine Learning Engineer,3,5,5,6.0,124900.0
13.1,2,18,Software Engineer,1,5,4,9.9,261900.0
2.3,2,15,DevOps Engineer,3,0,2,5.1,127600.0
4.4,1,24,Cloud Architect,2,0,2,7.3,174400.0
3.0,1,12,Data Scientist,1,3,2,6.7,172300.0
0.2,1,10,Frontend Engineer,3,5,1,6.7,92700.0
12.2,2,6,Full Stack Engineer,3,1,1,6.9,178600.0
6.3,2,19,Machine Learning Engineer,3,0,2,7.5,156700.0
0.6,2,7,Backend Engineer,1,4,7,5.3,158900.0
16.0,2,17,Software Engineer,2,1,2,9.0,223100.0
5.3,2,16,Backend Engineer,2,3,0,6.7,155500.0
2.6,1,23,Full Stack Engineer,2,2,7,6.3,137500.0
3.8,2,22,Software Engineer,1,3,3,7.0,174500.0
0.5,2,5,Full Stack Engineer,1,1,5,4.7,145700.0
3.3,2,13,Software Engineer,3,2,5,6.4,127600.0
0.3,2,22,Machine Learning Engineer,2,3,0,5.9,138400.0
3.1,2,18,Full Stack Engineer,3,3,2,5.8,130200.0
3.2,2,10,DevOps Engineer,1,1,6,4.6,172800.0
8.3,3,18,Backend Engineer,3,0,1,6.8,150500.0
5.2,2,20,Frontend Engineer,2,4,1,7.7,154400.0
1.1,2,19,Machine Learning Engineer,3,3,2,7.2,126700.0
8.8,2,20,DevOps Engineer,1,4,3,8.5,246400.0
3.4,3,19,Machine Learning Engineer,3,5,4,8.6,174700.0
3.7,2,21,Software Engineer,2,5,4,6.9,152700.0
0.7,2,20,Backend Engineer,2,1,0,5.7,120500.0
7.8,2,7,Full Stack Engineer,1,1,5,6.6,210400.0
10.7,2,5,Backend Engineer,2,0,3,6.8,199200.0
6.0,3,20,Machine Learning Engineer,3,2,4,7.3,170000.0
11.3,3,20,Software Engineer,1,4,3,10.0,255700.0
1.4,2,5,Cloud Architect,2,3,1,5.3,150700.0
7.9,2,5,Backend Engineer,1,2,1,5.8,207600.0
2.7,3,18,DevOps Engineer,3,5,6,7.5,155600.0
0.7,2,19,Full Stack Engineer,3,5,7,7.4,121900.0
4.4,2,14,Data Scientist,1,4,3,6.6,208100.0
4.6,3,5,Machine Learning Engineer,1,4,7,7.0,230400.0
1.4,2,11,Frontend Engineer,2,2,2,4.8,120100.0
0.1,4,24,Frontend Engineer,1,2,4,6.6,153300.0
0.9,2,15,Machine Learning Engineer,2,0,4,4.3,137200.0
2.0,2,17,Cloud Architect,1,3,1,6.5,192800.0
0.7,2,17,Data Scientist,2,3,6,5.5,143200.0
0.9,3,15,Software Engineer,1,3,7,5.7,155700.0
2.0,2,5,Backend Engineer,1,5,6,4.6,180600.0
13.1,2,17,Backend Engineer,1,5,5,10.0,273700.0
5.8,4,15,Data Scientist,2,2,0,7.1,198100.0
1.5,2,12,DevOps Engineer,2,0,4,5.5,131200.0
12.1,2,11,Data Scientist,1,1,1,7.4,262500.0
4.1,2,23,Full Stack Engineer,2,0,6,7.5,167100.0
2.4,2,19,Full Stack Engineer,3,5,1,7.4,131700.0
2.5,1,13,Frontend Engineer,1,2,3,5.9,142100.0
2.1,2,10,Software Engineer,3,0,3,6.0,104000.0
1.1,3,18,Cloud Architect,2,2,5,5.7,161600.0
2.0,2,12,Software Engineer,1,4,3,6.9,163100.0
3.0,3,7,DevOps Engineer,1,4,7,6.1,206200.0
3.0,2,9,Data Scientist,2,1,0,4.8,141100.0
5.7,4,15,Frontend Engineer,2,5,6,6.9,187400.0
1.8,2,18,Frontend Engineer,1,4,4,6.2,148300.0
5.0,2,22,Full Stack Engineer,3,1,0,7.9,137800.0
3.5,2,5,Backend Engineer,2,3,6,6.4,158600.0
13.1,2,22,DevOps Engineer,1,2,0,9.6,268600.0
1.9,2,23,Software Engineer,1,3,3,7.2,150800.0
9.3,2,23,DevOps Engineer,1,3,5,9.4,248100.0
6.9,2,5,Frontend Engineer,2,1,1,5.7,151400.0
4.1,2,18,Full Stack Engineer,2,2,2,7.4,157000.0
4.3,2,15,Full Stack Engineer,3,1,1,6.3,131200.0
0.4,3,4,Full Stack Engineer,2,0,1,3.6,118300.0
12.0,3,17,DevOps Engineer,1,3,1,8.5,269300.0
0.5,2,7,Backend Engineer,2,2,1,4.0,111000.0
3.3,2,14,Frontend Engineer,1,3,0,4.5,155200.0
1.6,2,10,Data Scientist,1,0,3,5.3,150800.0
2.2,3,16,Data Scientist,3,5,3,6.9,142100.0
3.8,3,17,Full Stack Engineer,1,0,1,5.7,169300.0
9.6,2,10,Full Stack Engineer,3,5,2,6.9,175000.0
2.4,2,14,Backend Engineer,3,2,4,5.5,126300.0
17.6,2,23,Full Stack Engineer,2,2,1,10.0,251800.0
3.6,2,23,Machine Learning Engineer,1,0,1,6.2,189600.0
0.7,2,14,Frontend Engineer,1,3,2,6.0,136900.0
0.8,2,24,Cloud Architect,1,4,0,7.4,194600.0
5.0,2,12,Cloud Architect,2,3,1,5.8,182300.0
0.2,2,7,Full Stack Engineer,3,4,2,4.3,106500.0
2.6,3,5,Cloud Architect,2,1,0,3.8,162900.0
0.6,2,5,Full Stack Engineer,3,2,0,5.4,101400.0
2.3,2,12,Frontend Engineer,3,0,5,5.9,107100.0
5.5,2,22,Software Engineer,3,1,6,6.8,139800.0
2.5,2,18,Machine Learning Engineer,1,3,6,5.5,196900.0
0.7,3,24,Machine Learning Engineer,3,4,5,7.3,154100.0
1.2,2,24,Cloud Architect,2,5,5,7.7,177900.0
1.8,2,21,Data Scientist,1,2,1,6.8,169300.0
0.3,2,19,Full Stack Engineer,3,4,6,7.0,116000.0
3.5,2,5,Frontend Engineer,3,3,0,5.6,115900.0
3.7,3,15,Data Scientist,2,3,1,6.0,169100.0
0.3,1,4,DevOps Engineer,3,0,7,3.7,96100.0
2.1,2,5,Cloud Architect,1,1,7,4.9,189500.0
2.1,2,17,DevOps Engineer,2,2,1,5.7,141500.0
1.6,2,10,Backend Engineer,1,0,3,4.8,142200.0
3.3,2,20,DevOps Engineer,2,4,4,7.1,168200.0
1.7,2,18,DevOps Engineer,2,1,4,7.1,143700.0
2.2,2,20,Software Engineer,1,2,3,5.7,155500.0
6.4,3,12,Full Stack Engineer,2,4,6,7.9,194500.0
0.7,2,16,Software Engineer,1,2,1,4.7,130700.0
3.9,2,5,Full Stack Engineer,1,2,2,6.2,182600.0
2.8,2,18,Full Stack Engineer,1,5,0,6.7,174800.0
1.5,2,23,Full Stack Engineer,2,5,3,7.7,151600.0
5.2,2,14,Software Engineer,1,1,5,5.3,172200.0
3.2,2,22,Machine Learning Engineer,1,5,3,7.1,202500.0
2.6,2,17,Backend Engineer,1,4,3,7.4,175300.0
4.4,4,7,Machine Learning Engineer,1,5,6,7.1,238100.0
6.5,2,14,Frontend Engineer,2,0,6,6.4,153200.0
14.4,3,19,Frontend Engineer,3,0,3,9.3,187800.0
4.0,3,5,DevOps Engineer,1,0,4,5.2,181700.0
8.3,4,5,Machine Learning Engineer,2,2,1,5.9,212400.0
0.0,2,12,Backend Engineer,1,3,3,4.5,143400.0
3.0,3,24,DevOps Engineer,1,1,3,6.9,184500.0
1.0,4,24,Backend Engineer,1,0,7,5.8,166100.0
0.4,2,7,Full Stack Engineer,3,1,3,4.5,102700.0
3.0,2,11,Full Stack Engineer,2,5,2,6.9,159000.0
5.5,1,21,Frontend Engineer,2,2,2,7.1,147200.0
2.1,2,18,Full Stack Engineer,2,1,0,6.4,137900.0
4.4,2,5,DevOps Engineer,1,0,1,5.1,167500.0
2.7,2,14,Full Stack Engineer,3,0,3,5.8,110500.0
2.3,3,20,Backend Engineer,1,2,0,6.3,173200.0
1.4,1,10,Software Engineer,1,2,6,5.6,138200.0
1.9,3,11,Cloud Architect,1,4,5,6.3,210000.0
1.7,1,13,Machine Learning Engineer,1,2,0,6.0,159100.0
4.2,2,6,Data Scientist,1,3,5,6.7,198500.0
0.5,1,16,Data Scientist,2,3,5,6.1,131100.0
0.4,2,20,Full Stack Engineer,1,0,1,5.1,126800.0
4.3,3,16,Full Stack Engineer,2,5,2,6.8,168200.0
3.2,2,22,Machine Learning Engineer,1,2,7,7.7,211400.0
2.2,2,12,Data Scientist,3,3,1,6.1,124300.0
0.7,3,24,Backend Engineer,1,3,0,7.9,159800.0
2.1,1,19,Cloud Architect,2,4,5,5.8,156200.0
6.2,3,8,Data Scientist,2,5,1,7.6,208900.0
8.8,1,12,Data Scientist,1,5,2,8.0,242500.0
4.9,2,12,DevOps Engineer,1,2,0,6.0,186100.0
0.2,2,9,Data Scientist,1,4,1,4.9,146900.0
4.4,4,24,Full Stack Engineer,1,5,6,9.0,225300.0
1.1,2,13,DevOps Engineer,1,5,6,6.7,177200.0
1.5,3,21,Full Stack Engineer,2,1,3,5.5,131500.0
0.9,4,14,Machine Learning Engineer,2,4,3,6.2,160200.0
6.0,2,18,Data Scientist,2,5,7,8.6,200700.0
4.2,2,10,Cloud Architect,1,1,1,5.7,196500.0
3.8,3,17,Full Stack Engineer,3,1,1,7.0,134400.0
4.4,2,11,Machine Learning Engineer,1,5,5,6.7,225800.0
1.1,2,22,Data Scientist,1,2,6,5.2,158400.0
2.4,2,18,Cloud Architect,1,1,5,6.2,192500.0
4.0,3,22,Backend Engineer,1,1,2,7.1,193400.0
4.0,3,21,Full Stack Engineer,2,4,0,7.9,173000.0
6.3,2,20,Cloud Architect,2,2,1,8.2,205700.0
1.4,2,6,Cloud Architect,2,2,0,3.5,153100.0
5.9,3,6,Cloud Architect,2,1,3,5.3,195300.0
2.3,1,10,Software Engineer,3,4,0,5.4,104200.0
4.4,3,13,Cloud Architect,2,4,4,6.1,203400.0
2.4,1,20,Machine Learning Engineer,2,4,6,7.2,162500.0
11.9,3,18,Full Stack Engineer,1,4,2,9.7,275300.0
0.8,3,11,Backend Engineer,1,0,6,4.7,150600.0
4.5,2,20,Backend Engineer,2,5,2,7.6,166200.0
3.4,1,6,Full Stack Engineer,1,1,7,4.8,164000.0
0.8,2,7,Cloud Architect,2,1,0,4.9,140100.0
0.3,2,11,Frontend Engineer,1,1,7,5.1,127400.0
6.4,2,16,Machine Learning Engineer,3,2,7,6.8,168200.0
0.7,2,4,Data Scientist,3,2,2,3.9,101100.0
0.8,2,21,Data Scientist,1,4,0,5.9,170200.0
15.3,2,14,Backend Engineer,3,5,0,9.8,202800.0
5.1,3,24,Cloud Architect,3,2,3,6.7,180600.0
1.2,2,9,Full Stack Engineer,3,3,6,6.5,115700.0
3.6,2,19,Frontend Engineer,1,1,7,6.0,163300.0
3.1,2,24,Machine Learning Engineer,3,1,0,7.6,143500.0
7.4,3,22,Software Engineer,1,0,2,8.6,208800.0
5.2,2,20,Data Scientist,2,0,7,6.8,178900.0
7.1,2,21,DevOps Engineer,2,3,4,8.1,188400.0
1.0,1,14,Machine Learning Engineer,2,0,1,4.1,119500.0
4.1,3,17,Cloud Architect,1,5,2,7.3,232100.0
